strain_i,strain_j,meta_r,clade_i,clade_j,pair_type
AMP,SACE_YCU,0.09283409606666236,M1. Mosaic region 1,23. North American oak,Different clade
ANG,AFE,0.03053472429834257,23. North American oak,8. Mixed origin,Different clade
ANG,AKH,0.0911664817220324,23. North American oak,13. African palm wine,Different clade
ANG,AKI,0.07100990900600292,23. North American oak,M3. Mosaic region 3,Different clade
ANG,AKM,0.10848521481208932,23. North American oak,19. Malaysian,Different clade
ANG,AMP,0.04968061560965148,23. North American oak,M1. Mosaic region 1,Different clade
ANG,ANN,0.16242847447793266,23. North American oak,12. West African cocoa,Different clade
ANG,ATS,0.04575934368856655,23. North American oak,8. Mixed origin,Different clade
ANG,BAF,0.0901933349960214,23. North American oak,13. African palm wine,Different clade
ANG,BAG,0.10166001938381321,23. North American oak,15. CHNII,Different clade
ANG,BAI,0.16786477276898923,23. North American oak,18. Far East Asia,Different clade
ANG,BAK,0.17791440440840878,23. North American oak,18. Far East Asia,Different clade
ANG,BAL,0.1604777524445527,23. North American oak,16. CHNI,Different clade
ANG,BAM,0.1455603548060681,23. North American oak,14. CHNIII,Different clade
ANG,BAN,0.13603668232900634,23. North American oak,20. CHN V,Different clade
ANG,BAP,0.11551045474691263,23. North American oak,20. CHN V,Different clade
ANG,BBQ,0.10989992991694375,23. North American oak,4. Mediterranean oak,Different clade
ANG,BCK,0.0901330799695116,23. North American oak,10. French Guiana human,Different clade
ANG,BDB,0.05768141072566297,23. North American oak,M2. Mosaic region 2,Different clade
ANG,BDP,0.09384147016521503,23. North American oak,10. French Guiana human,Different clade
ANG,BEF,0.10170864364705963,23. North American oak,26. Asian fermentation,Different clade
ANG,BFH,0.07714206209473091,23. North American oak,5. French dairy,Different clade
ANG,BFP,0.15923926305254932,23. North American oak,4. Mediterranean oak,Different clade
ANG,BGD,0.05600777897640497,23. North American oak,5. French dairy,Different clade
ANG,BGF,0.054504773185943003,23. North American oak,5. French dairy,Different clade
ANG,BHG,0.11541901421817091,23. North American oak,M2. Mosaic region 2,Different clade
ANG,BHK,0.08364040075778946,23. North American oak,M1. Mosaic region 1,Different clade
ANG,BHM,0.05261467571309662,23. North American oak,M1. Mosaic region 1,Different clade
ANG,BHQ,0.13489942498040364,23. North American oak,26. Asian fermentation,Different clade
ANG,BMA,0.1319344310257319,23. North American oak,19. Malaysian,Different clade
ANG,BMB,0.12454226492157412,23. North American oak,19. Malaysian,Different clade
ANG,BMC,0.08597895843365591,23. North American oak,19. Malaysian,Different clade
ANG,BNC,0.04055623738355238,23. North American oak,10. French Guiana human,Different clade
ANG,BNV,0.0657190640029585,23. North American oak,1. Wine/European,Different clade
ANG,BQM,0.11532158564910398,23. North American oak,1. Wine/European,Different clade
ANG,BVG,0.08762891384197066,23. North American oak,3. Brazilian bioethanol,Different clade
ANG,CAE,0.09469733788567843,23. North American oak,1. Wine/European,Different clade
ANG,CBN,0.12368819599598785,23. North American oak,7. Mosaic beer,Different clade
ANG,CCD,0.13431222169041487,23. North American oak,21. Ecuadorean,Different clade
ANG,CCG,0.09980117753911853,23. North American oak,21. Ecuadorean,Different clade
ANG,CCN,0.10051900211458133,23. North American oak,18. Far East Asia,Different clade
ANG,CCQ,0.14996406190541717,23. North American oak,18. Far East Asia,Different clade
ANG,CCR,0.18078751695926887,23. North American oak,18. Far East Asia,Different clade
ANG,CCS,0.19175764461954428,23. North American oak,18. Far East Asia,Different clade
ANG,CCV,0.12676179569808446,23. North American oak,24. Asian islands,Different clade
ANG,CDE,0.11782631350208517,23. North American oak,M3. Mosaic region 3,Different clade
ANG,CDL,0.17886464073708294,23. North American oak,18. Far East Asia,Different clade
ANG,CDT,0.06274348621166825,23. North American oak,2. Alpechin,Different clade
ANG,CEG,0.08513789699610802,23. North American oak,17. Taiwanese,Different clade
ANG,CFF,0.1388270347374132,23. North American oak,7. Mosaic beer,Different clade
ANG,CGL,0.11655063119991584,23. North American oak,26. Asian fermentation,Different clade
ANG,CGN,0.12071577938305021,23. North American oak,26. Asian fermentation,Different clade
ANG,CGS,0.12883436951593685,23. North American oak,1. Wine/European,Different clade
ANG,CLB,0.15950129814201872,23. North American oak,4. Mediterranean oak,Different clade
ANG,CLI,0.114860089518725,23. North American oak,25. Sake,Different clade
ANG,CLN,0.0810342078302725,23. North American oak,25. Sake,Different clade
ANG,CLP,0.04822999189267903,23. North American oak,25. Sake,Different clade
ANG,CMI,0.07964473977502036,23. North American oak,25. Sake,Different clade
ANG,CPI,0.08274306595503386,23. North American oak,9. Mexican agave,Different clade
ANG,CPK,0.1408261730112022,23. North American oak,9. Mexican agave,Different clade
ANG,CPN,0.11944673314180083,23. North American oak,9. Mexican agave,Different clade
ANG,CQD,0.1448696187494759,23. North American oak,12. West African cocoa,Different clade
ANG,CQF,0.15806200153407765,23. North American oak,12. West African cocoa,Different clade
ANG,SACE_YCE,0.046929594793338324,23. North American oak,M3. Mosaic region 3,Different clade
ANG,SACE_YCK,0.046855490360573106,23. North American oak,26. Asian fermentation,Different clade
ANG,SACE_YCM,0.07450839277448057,23. North American oak,24. Asian islands,Different clade
ANG,SACE_YCR,0.16600923411799198,23. North American oak,18. Far East Asia,Different clade
ANG,SACE_YCU,0.132798888035815,23. North American oak,23. North American oak,Same clade
ANN,AFE,0.011808033682314747,12. West African cocoa,8. Mixed origin,Different clade
ANN,AKH,0.12329238451730769,12. West African cocoa,13. African palm wine,Different clade
ANN,AKI,0.09704151732286428,12. West African cocoa,M3. Mosaic region 3,Different clade
ANN,AKM,0.11585851062735106,12. West African cocoa,19. Malaysian,Different clade
ANN,AMP,0.055192931438502374,12. West African cocoa,M1. Mosaic region 1,Different clade
ANN,ANG,0.16242847447793266,12. West African cocoa,23. North American oak,Different clade
ANN,ATS,0.10836450561417936,12. West African cocoa,8. Mixed origin,Different clade
ANN,BAF,0.11885075313790064,12. West African cocoa,13. African palm wine,Different clade
ANN,BAG,0.07345546153339229,12. West African cocoa,15. CHNII,Different clade
ANN,BAI,0.170259498354727,12. West African cocoa,18. Far East Asia,Different clade
ANN,BAK,0.17666568879614383,12. West African cocoa,18. Far East Asia,Different clade
ANN,BAL,0.14033766110139498,12. West African cocoa,16. CHNI,Different clade
ANN,BAM,0.09246101797041369,12. West African cocoa,14. CHNIII,Different clade
ANN,BAN,0.1258707986929183,12. West African cocoa,20. CHN V,Different clade
ANN,BAP,0.1290449545801573,12. West African cocoa,20. CHN V,Different clade
ANN,BBQ,0.1282361279516667,12. West African cocoa,4. Mediterranean oak,Different clade
ANN,BCK,0.12778897603989836,12. West African cocoa,10. French Guiana human,Different clade
ANN,BDB,0.10136851411057328,12. West African cocoa,M2. Mosaic region 2,Different clade
ANN,BDP,0.11225672245995155,12. West African cocoa,10. French Guiana human,Different clade
ANN,BEF,0.10890731172473139,12. West African cocoa,26. Asian fermentation,Different clade
ANN,BFH,0.12987846579388876,12. West African cocoa,5. French dairy,Different clade
ANN,BFP,0.10325812534955053,12. West African cocoa,4. Mediterranean oak,Different clade
ANN,BGD,0.05172711440525192,12. West African cocoa,5. French dairy,Different clade
ANN,BGF,0.05631655817767104,12. West African cocoa,5. French dairy,Different clade
ANN,BHG,0.1438039650096154,12. West African cocoa,M2. Mosaic region 2,Different clade
ANN,BHK,0.1409208070564802,12. West African cocoa,M1. Mosaic region 1,Different clade
ANN,BHM,0.09024752269280198,12. West African cocoa,M1. Mosaic region 1,Different clade
ANN,BHQ,0.15755818130879023,12. West African cocoa,26. Asian fermentation,Different clade
ANN,BMA,0.14289358904044944,12. West African cocoa,19. Malaysian,Different clade
ANN,BMB,0.15983286215976722,12. West African cocoa,19. Malaysian,Different clade
ANN,BMC,0.11132620863356564,12. West African cocoa,19. Malaysian,Different clade
ANN,BNC,0.09495733857284182,12. West African cocoa,10. French Guiana human,Different clade
ANN,BNV,0.10064528155050016,12. West African cocoa,1. Wine/European,Different clade
ANN,BQM,0.11483588169903297,12. West African cocoa,1. Wine/European,Different clade
ANN,BVG,0.13921439126803925,12. West African cocoa,3. Brazilian bioethanol,Different clade
ANN,CAE,0.11883924059963627,12. West African cocoa,1. Wine/European,Different clade
ANN,CBN,0.11894904846259245,12. West African cocoa,7. Mosaic beer,Different clade
ANN,CCD,0.1243755274466628,12. West African cocoa,21. Ecuadorean,Different clade
ANN,CCG,0.09729658142549638,12. West African cocoa,21. Ecuadorean,Different clade
ANN,CCN,0.11983486811873494,12. West African cocoa,18. Far East Asia,Different clade
ANN,CCQ,0.1444344043806188,12. West African cocoa,18. Far East Asia,Different clade
ANN,CCR,0.17255296643755552,12. West African cocoa,18. Far East Asia,Different clade
ANN,CCS,0.18704163387976877,12. West African cocoa,18. Far East Asia,Different clade
ANN,CCV,0.11725705601147789,12. West African cocoa,24. Asian islands,Different clade
ANN,CDE,0.08493830419630713,12. West African cocoa,M3. Mosaic region 3,Different clade
ANN,CDL,0.15995983145497503,12. West African cocoa,18. Far East Asia,Different clade
ANN,CDT,0.07429958554284227,12. West African cocoa,2. Alpechin,Different clade
ANN,CEG,0.06842905911952349,12. West African cocoa,17. Taiwanese,Different clade
ANN,CFF,0.14695430147719185,12. West African cocoa,7. Mosaic beer,Different clade
ANN,CGL,0.14518063395584865,12. West African cocoa,26. Asian fermentation,Different clade
ANN,CGN,0.16655682707323471,12. West African cocoa,26. Asian fermentation,Different clade
ANN,CGS,0.14592178942427114,12. West African cocoa,1. Wine/European,Different clade
ANN,CLB,0.15118279565990791,12. West African cocoa,4. Mediterranean oak,Different clade
ANN,CLI,0.13418186185969203,12. West African cocoa,25. Sake,Different clade
ANN,CLN,0.06112274268983382,12. West African cocoa,25. Sake,Different clade
ANN,CLP,0.099218718209446,12. West African cocoa,25. Sake,Different clade
ANN,CMI,0.0793478462425068,12. West African cocoa,25. Sake,Different clade
ANN,CPI,0.13949477480021938,12. West African cocoa,9. Mexican agave,Different clade
ANN,CPK,0.17221503684399916,12. West African cocoa,9. Mexican agave,Different clade
ANN,CPN,0.18690921665977125,12. West African cocoa,9. Mexican agave,Different clade
ANN,CQD,0.19038258165970598,12. West African cocoa,12. West African cocoa,Same clade
ANN,CQF,0.22709952835261207,12. West African cocoa,12. West African cocoa,Same clade
ANN,SACE_YCE,0.09477704881999005,12. West African cocoa,M3. Mosaic region 3,Different clade
ANN,SACE_YCK,0.0653120474642905,12. West African cocoa,26. Asian fermentation,Different clade
ANN,SACE_YCM,0.0813873396382125,12. West African cocoa,24. Asian islands,Different clade
ANN,SACE_YCR,0.16750079296730497,12. West African cocoa,18. Far East Asia,Different clade
ANN,SACE_YCU,0.10393686594602075,12. West African cocoa,23. North American oak,Different clade
ATS,AFE,0.0017386011379437992,8. Mixed origin,8. Mixed origin,Same clade
ATS,AKH,0.06135142042924909,8. Mixed origin,13. African palm wine,Different clade
ATS,AKI,0.04711534434088926,8. Mixed origin,M3. Mosaic region 3,Different clade
ATS,AKM,0.03261276500028294,8. Mixed origin,19. Malaysian,Different clade
ATS,AMP,0.09645180384367298,8. Mixed origin,M1. Mosaic region 1,Different clade
ATS,ANG,0.04575934368856655,8. Mixed origin,23. North American oak,Different clade
ATS,ANN,0.10836450561417936,8. Mixed origin,12. West African cocoa,Different clade
ATS,BAF,0.09424362557629162,8. Mixed origin,13. African palm wine,Different clade
ATS,BAG,0.07776625190793213,8. Mixed origin,15. CHNII,Different clade
ATS,BAI,0.06914314891278353,8. Mixed origin,18. Far East Asia,Different clade
ATS,BAK,0.07079730255224459,8. Mixed origin,18. Far East Asia,Different clade
ATS,BAL,0.09303618904382364,8. Mixed origin,16. CHNI,Different clade
ATS,BAM,0.08277567693357887,8. Mixed origin,14. CHNIII,Different clade
ATS,BAN,0.08600111406414401,8. Mixed origin,20. CHN V,Different clade
ATS,BAP,0.06979527009531354,8. Mixed origin,20. CHN V,Different clade
ATS,BBQ,0.07575827071467581,8. Mixed origin,4. Mediterranean oak,Different clade
ATS,BCK,0.07303553852751342,8. Mixed origin,10. French Guiana human,Different clade
ATS,BDB,0.09798383152776492,8. Mixed origin,M2. Mosaic region 2,Different clade
ATS,BDP,0.09732945093900619,8. Mixed origin,10. French Guiana human,Different clade
ATS,BEF,0.06859976979319306,8. Mixed origin,26. Asian fermentation,Different clade
ATS,BFH,0.06763669937013853,8. Mixed origin,5. French dairy,Different clade
ATS,BFP,0.051660808166428734,8. Mixed origin,4. Mediterranean oak,Different clade
ATS,BGD,0.04479706709426683,8. Mixed origin,5. French dairy,Different clade
ATS,BGF,0.050405760880174844,8. Mixed origin,5. French dairy,Different clade
ATS,BHG,0.03185121528091531,8. Mixed origin,M2. Mosaic region 2,Different clade
ATS,BHK,0.0687465932521311,8. Mixed origin,M1. Mosaic region 1,Different clade
ATS,BHM,0.04463508374358181,8. Mixed origin,M1. Mosaic region 1,Different clade
ATS,BHQ,0.07022587102779829,8. Mixed origin,26. Asian fermentation,Different clade
ATS,BMA,0.0682479794106077,8. Mixed origin,19. Malaysian,Different clade
ATS,BMB,0.048047826459046594,8. Mixed origin,19. Malaysian,Different clade
ATS,BMC,0.0741169925199244,8. Mixed origin,19. Malaysian,Different clade
ATS,BNC,0.07581942714203463,8. Mixed origin,10. French Guiana human,Different clade
ATS,BNV,0.08690629361030267,8. Mixed origin,1. Wine/European,Different clade
ATS,BQM,0.03963960896318584,8. Mixed origin,1. Wine/European,Different clade
ATS,BVG,0.061222671723249474,8. Mixed origin,3. Brazilian bioethanol,Different clade
ATS,CAE,0.10764899055680313,8. Mixed origin,1. Wine/European,Different clade
ATS,CBN,0.05522710951336886,8. Mixed origin,7. Mosaic beer,Different clade
ATS,CCD,0.10177583015102543,8. Mixed origin,21. Ecuadorean,Different clade
ATS,CCG,0.08653579313770873,8. Mixed origin,21. Ecuadorean,Different clade
ATS,CCN,0.09485724208550676,8. Mixed origin,18. Far East Asia,Different clade
ATS,CCQ,0.11058806370564005,8. Mixed origin,18. Far East Asia,Different clade
ATS,CCR,0.10061181606573183,8. Mixed origin,18. Far East Asia,Different clade
ATS,CCS,0.11550551127612388,8. Mixed origin,18. Far East Asia,Different clade
ATS,CCV,0.10900787317868117,8. Mixed origin,24. Asian islands,Different clade
ATS,CDE,0.08575279980110628,8. Mixed origin,M3. Mosaic region 3,Different clade
ATS,CDL,0.08021709144392902,8. Mixed origin,18. Far East Asia,Different clade
ATS,CDT,0.07483540017249421,8. Mixed origin,2. Alpechin,Different clade
ATS,CEG,0.07069896792100676,8. Mixed origin,17. Taiwanese,Different clade
ATS,CFF,0.10227522469682025,8. Mixed origin,7. Mosaic beer,Different clade
ATS,CGL,0.1065938869242057,8. Mixed origin,26. Asian fermentation,Different clade
ATS,CGN,0.09937255819597085,8. Mixed origin,26. Asian fermentation,Different clade
ATS,CGS,0.1081676325988958,8. Mixed origin,1. Wine/European,Different clade
ATS,CLB,0.040213882708656355,8. Mixed origin,4. Mediterranean oak,Different clade
ATS,CLI,0.09183217812961027,8. Mixed origin,25. Sake,Different clade
ATS,CLN,0.06221966493526692,8. Mixed origin,25. Sake,Different clade
ATS,CLP,0.07516498648387746,8. Mixed origin,25. Sake,Different clade
ATS,CMI,0.07078387751381661,8. Mixed origin,25. Sake,Different clade
ATS,CPI,0.06912033220572096,8. Mixed origin,9. Mexican agave,Different clade
ATS,CPK,0.11466332287220866,8. Mixed origin,9. Mexican agave,Different clade
ATS,CPN,0.0806833887324166,8. Mixed origin,9. Mexican agave,Different clade
ATS,CQD,0.07562525829533757,8. Mixed origin,12. West African cocoa,Different clade
ATS,CQF,0.1027498096672535,8. Mixed origin,12. West African cocoa,Different clade
ATS,SACE_YCE,0.06687690126362844,8. Mixed origin,M3. Mosaic region 3,Different clade
ATS,SACE_YCK,0.017087741837159314,8. Mixed origin,26. Asian fermentation,Different clade
ATS,SACE_YCM,0.05379030813666562,8. Mixed origin,24. Asian islands,Different clade
ATS,SACE_YCR,0.07391446360737065,8. Mixed origin,18. Far East Asia,Different clade
ATS,SACE_YCU,0.05998297508409524,8. Mixed origin,23. North American oak,Different clade
BAF,AFE,0.008665781821920094,13. African palm wine,8. Mixed origin,Different clade
BAF,AKH,0.06337186502347623,13. African palm wine,13. African palm wine,Same clade
BAF,AKI,0.08316949790642945,13. African palm wine,M3. Mosaic region 3,Different clade
BAF,AKM,0.09060653203561327,13. African palm wine,19. Malaysian,Different clade
BAF,AMP,0.067011987590904,13. African palm wine,M1. Mosaic region 1,Different clade
BAF,ANG,0.0901933349960214,13. African palm wine,23. North American oak,Different clade
BAF,ANN,0.11885075313790064,13. African palm wine,12. West African cocoa,Different clade
BAF,ATS,0.09424362557629162,13. African palm wine,8. Mixed origin,Different clade
BAF,BAG,0.10689753037972388,13. African palm wine,15. CHNII,Different clade
BAF,BAI,0.10333893861755872,13. African palm wine,18. Far East Asia,Different clade
BAF,BAK,0.11070010002453656,13. African palm wine,18. Far East Asia,Different clade
BAF,BAL,0.10918965215110597,13. African palm wine,16. CHNI,Different clade
BAF,BAM,0.10270528895238214,13. African palm wine,14. CHNIII,Different clade
BAF,BAN,0.09929433034316357,13. African palm wine,20. CHN V,Different clade
BAF,BAP,0.09148754659531004,13. African palm wine,20. CHN V,Different clade
BAF,BBQ,0.11640483188955235,13. African palm wine,4. Mediterranean oak,Different clade
BAF,BCK,0.10883367117496168,13. African palm wine,10. French Guiana human,Different clade
BAF,BDB,0.059941463173175974,13. African palm wine,M2. Mosaic region 2,Different clade
