"gene","strain","value","stat"
"YMR238W","CFF",0.207766274160026,"amp"
"YMR238W","CGL",0.284399606985069,"amp"
"YMR238W","CGN",0.176782685045106,"amp"
"YMR238W","CGS",0.198962733120705,"amp"
"YMR238W","CLB",0.137213408079994,"amp"
"YMR238W","CLI",0.180076397462987,"amp"
"YMR238W","CLN",0.343499699660093,"amp"
"YMR238W","CLP",0.1830691328264,"amp"
"YMR238W","CMI",0.200415483513219,"amp"
"YMR238W","CNH",0.439029954031575,"amp"
"YMR238W","CPI",0.177674229945099,"amp"
"YMR238W","CPK",0.201707539842958,"amp"
"YMR238W","CPN",0.21886790809823,"amp"
"YMR238W","CQD",0.0960279792256215,"amp"
"YMR238W","CQF",0.124445307779083,"amp"
"YMR238W","SACE_YCE",0.342251931432868,"amp"
"YMR238W","SACE_YCK",0.409361365607835,"amp"
"YMR238W","SACE_YCM",0.254097639096727,"amp"
"YMR238W","SACE_YCR",0.0949906001658194,"amp"
"YMR238W","SACE_YCU",0.204732721464361,"amp"
"YDR247W","AAP",0.0319800186243735,"amp"
"YDR247W","AFE",0.0307862339720484,"amp"
"YDR247W","AKH",0.0607155767984652,"amp"
"YDR247W","AKI",0.0233311870090941,"amp"
"YDR247W","AKM",NA,"amp"
"YDR247W","AMP",NA,"amp"
"YDR247W","ANG",0.0150230253159245,"amp"
"YDR247W","ANN",0.0109616299568884,"amp"
"YDR247W","APQ",NA,"amp"
"YDR247W","ATS",0.0118432496811943,"amp"
"YDR247W","BAF",0.0873175942233598,"amp"
"YDR247W","BAG",0.0812275623308518,"amp"
"YDR247W","BAI",0.028960713817928,"amp"
"YDR247W","BAK",0.0279815615833365,"amp"
"YDR247W","BAL",0.016943257137727,"amp"
"YDR247W","BAM",0.0493751451138525,"amp"
"YDR247W","BAN",NA,"amp"
"YDR247W","BAP",0.0480499552512675,"amp"
"YDR247W","BBQ",0.0154076183148573,"amp"
"YDR247W","BCK",0.0246479596025482,"amp"
"YDR247W","BDB",0.0238865791839692,"amp"
"YDR247W","BDL",NA,"amp"
"YDR247W","BDP",0.0324406641451709,"amp"
"YDR247W","BEF",0.0192188959718237,"amp"
"YDR247W","BFH",NA,"amp"
"YDR247W","BFP",0.00828191627880673,"amp"
"YDR247W","BGD",0.0569944713079062,"amp"
"YDR247W","BGF",0.0235291951128747,"amp"
"YDR247W","BHG",0.0334788570913822,"amp"
"YDR247W","BHK",0.0331611362101646,"amp"
"YDR247W","BHM",NA,"amp"
"YDR247W","BHQ",0.0329102500805432,"amp"
"YDR247W","BMA",0.0169389471295186,"amp"
"YDR247W","BMB",0.0154603735662516,"amp"
"YDR247W","BMC",0.0326810768975223,"amp"
"YDR247W","BNC",0.0243640905931825,"amp"
"YDR247W","BNV",0.0248342609386273,"amp"
"YDR247W","BQM",NA,"amp"
"YDR247W","BRK",0.0720059359461274,"amp"
"YDR247W","BVG",0.0507996185210318,"amp"
"YDR247W","CAE",0.0159853302428771,"amp"
"YDR247W","CBN",0.0164626636659945,"amp"
"YDR247W","CCD",0.0344745767616834,"amp"
"YDR247W","CCG",0.0280119339192975,"amp"
"YDR247W","CCN",NA,"amp"
"YDR247W","CCQ",0.00747785522667156,"amp"
"YDR247W","CCR",0.0167920539813966,"amp"
"YDR247W","CCS",0.0250756378083745,"amp"
"YDR247W","CCV",0.0203827124276116,"amp"
"YDR247W","CDE",0.0149944925365534,"amp"
"YDR247W","CDH",NA,"amp"
"YDR247W","CDL",0.0166220944886052,"amp"
"YDR247W","CDT",0.050549295219821,"amp"
"YDR247W","CEG",NA,"amp"
"YDR247W","CFF",0.0193230478449173,"amp"
"YDR247W","CGL",NA,"amp"
"YDR247W","CGN",0.0142065461925693,"amp"
"YDR247W","CGS",0.0179004503629405,"amp"
"YDR247W","CLB",0.0250875157585782,"amp"
"YDR247W","CLI",0.0354191701137227,"amp"
"YDR247W","CLN",NA,"amp"
"YDR247W","CLP",NA,"amp"
"YDR247W","CMI",0.0121891261556834,"amp"
"YDR247W","CNH",NA,"amp"
"YDR247W","CPI",NA,"amp"
"YDR247W","CPK",0.00956973538751812,"amp"
"YDR247W","CPN",0.0411075515314443,"amp"
"YDR247W","CQD",0.0233277024862777,"amp"
"YDR247W","CQF",0.01244514500807,"amp"
"YDR247W","SACE_YCE",NA,"amp"
"YDR247W","SACE_YCK",NA,"amp"
"YDR247W","SACE_YCM",NA,"amp"
"YDR247W","SACE_YCR",0.0216019949469531,"amp"
"YDR247W","SACE_YCU",0.0335330462698235,"amp"
"YDR451C","AAP",0.715665027588957,"amp"
"YDR451C","AFE",0.418546677871558,"amp"
"YDR451C","AKH",0.354399758004497,"amp"
"YDR451C","AKI",0.382567919921142,"amp"
"YDR451C","AKM",0.219231738467387,"amp"
"YDR451C","AMP",0.248432384011072,"amp"
"YDR451C","ANG",0.316041892357062,"amp"
"YDR451C","ANN",0.236830265846265,"amp"
"YDR451C","APQ",0.70742025887007,"amp"
"YDR451C","ATS",0.279716098447769,"amp"
"YDR451C","BAF",0.232332862045704,"amp"
"YDR451C","BAG",0.241147742353767,"amp"
"YDR451C","BAI",0.268999594002081,"amp"
"YDR451C","BAK",0.123571719362707,"amp"
"YDR451C","BAL",0.129825243915382,"amp"
"YDR451C","BAM",0.201425625931416,"amp"
"YDR451C","BAN",0.323536169787283,"amp"
"YDR451C","BAP",0.248859401224947,"amp"
"YDR451C","BBQ",0.259782543179799,"amp"
"YDR451C","BCK",0.199535759418128,"amp"
"YDR451C","BDB",0.218390053370872,"amp"
"YDR451C","BDL",0.271688787102601,"amp"
"YDR451C","BDP",0.18600394402193,"amp"
"YDR451C","BEF",0.254902501405635,"amp"
"YDR451C","BFH",0.46194931789306,"amp"
"YDR451C","BFP",0.177315921301443,"amp"
"YDR451C","BGD",0.185313404986213,"amp"
"YDR451C","BGF",0.649149985281465,"amp"
"YDR451C","BHG",0.302999977773521,"amp"
"YDR451C","BHK",0.217108544225424,"amp"
"YDR451C","BHM",0.523684697540419,"amp"
"YDR451C","BHQ",0.355281034984011,"amp"
"YDR451C","BMA",0.273049093022618,"amp"
"YDR451C","BMB",0.234164891679158,"amp"
"YDR451C","BMC",0.286796940269719,"amp"
"YDR451C","BNC",0.258853660836497,"amp"
"YDR451C","BNV",0.29141818607113,"amp"
"YDR451C","BQM",0.149332154379935,"amp"
"YDR451C","BRK",0.350220172016292,"amp"
"YDR451C","BVG",0.31425433588418,"amp"
"YDR451C","CAE",0.205538176013206,"amp"
"YDR451C","CBN",0.64002443936901,"amp"
"YDR451C","CCD",0.191514510710782,"amp"
"YDR451C","CCG",0.263012342089113,"amp"
"YDR451C","CCN",0.179353515504225,"amp"
"YDR451C","CCQ",0.225291020727145,"amp"
"YDR451C","CCR",0.208803920040522,"amp"
"YDR451C","CCS",0.129202850635361,"amp"
"YDR451C","CCV",0.214257430941492,"amp"
"YDR451C","CDE",0.277998272286336,"amp"
"YDR451C","CDH",0.309862034422811,"amp"
"YDR451C","CDL",0.212699411250397,"amp"
"YDR451C","CDT",0.2259821152841,"amp"
"YDR451C","CEG",0.135394662837353,"amp"
"YDR451C","CFF",0.2365776553773,"amp"
"YDR451C","CGL",0.231042932852581,"amp"
"YDR451C","CGN",0.330557087677027,"amp"
"YDR451C","CGS",0.356096148615426,"amp"
"YDR451C","CLB",0.207628657546977,"amp"
"YDR451C","CLI",0.257622271015499,"amp"
"YDR451C","CLN",0.230439230268301,"amp"
"YDR451C","CLP",0.221776288834913,"amp"
"YDR451C","CMI",0.105765217742836,"amp"
"YDR451C","CNH",0.612830301790714,"amp"
"YDR451C","CPI",0.213850615007275,"amp"
"YDR451C","CPK",0.261864167994821,"amp"
"YDR451C","CPN",0.217618167741934,"amp"
"YDR451C","CQD",0.291618324998398,"amp"
"YDR451C","CQF",0.24209172404323,"amp"
"YDR451C","SACE_YCE",0.382467165003706,"amp"
"YDR451C","SACE_YCK",0.484455895793318,"amp"
"YDR451C","SACE_YCM",0.347833592182084,"amp"
"YDR451C","SACE_YCR",0.204465403814519,"amp"
"YDR451C","SACE_YCU",0.28600352480616,"amp"
"YPL253C","AAP",0.0325506969530077,"amp"
"YPL253C","AFE",0.131277431138368,"amp"
"YPL253C","AKH",0.152312831555366,"amp"
"YPL253C","AKI",0.136610465945493,"amp"
"YPL253C","AKM",0.153865839501317,"amp"
"YPL253C","AMP",0.195164985160996,"amp"
"YPL253C","ANG",0.150486180516279,"amp"
"YPL253C","ANN",0.10775728945169,"amp"
"YPL253C","APQ",0.290749608000907,"amp"
"YPL253C","ATS",0.167605003974664,"amp"
"YPL253C","BAF",0.195270295450447,"amp"
"YPL253C","BAG",0.163044792626407,"amp"
"YPL253C","BAI",0.120830942075363,"amp"
"YPL253C","BAK",0.120168407200432,"amp"
"YPL253C","BAL",0.134585783331128,"amp"
"YPL253C","BAM",0.0998817447147812,"amp"
"YPL253C","BAN",0.146590604257855,"amp"
"YPL253C","BAP",0.109564755106681,"amp"
"YPL253C","BBQ",0.162471771067356,"amp"
"YPL253C","BCK",0.0905399188847728,"amp"
"YPL253C","BDB",0.0792269809585068,"amp"
"YPL253C","BDL",0.107437916719937,"amp"
"YPL253C","BDP",0.0603749686291286,"amp"
"YPL253C","BEF",0.129276618855234,"amp"
"YPL253C","BFH",0.178968695268611,"amp"
"YPL253C","BFP",0.16057024212028,"amp"
"YPL253C","BGD",0.0501970367663244,"amp"
"YPL253C","BGF",0.0563131345177481,"amp"
"YPL253C","BHG",0.0888107731631461,"amp"
"YPL253C","BHK",0.212087059860699,"amp"
"YPL253C","BHM",0.175675845904005,"amp"
"YPL253C","BHQ",0.11098174915951,"amp"
"YPL253C","BMA",0.127297792384801,"amp"
"YPL253C","BMB",0.196712483869919,"amp"
"YPL253C","BMC",0.18879091516655,"amp"
"YPL253C","BNC",0.0564405957708606,"amp"
"YPL253C","BNV",0.150598623350297,"amp"
"YPL253C","BQM",0.0547368762496221,"amp"
"YPL253C","BRK",0.0529413144170225,"amp"
"YPL253C","BVG",0.0194500456727239,"amp"
"YPL253C","CAE",0.123879695059824,"amp"
"YPL253C","CBN",0.207652839541832,"amp"
"YPL253C","CCD",0.107162773030319,"amp"
"YPL253C","CCG",0.172314932384618,"amp"
"YPL253C","CCN",0.129087110489491,"amp"
"YPL253C","CCQ",0.171036559319287,"amp"
"YPL253C","CCR",0.136253390145485,"amp"
"YPL253C","CCS",0.0633366253722009,"amp"
"YPL253C","CCV",0.0499388415021503,"amp"
"YPL253C","CDE",0.106439068682657,"amp"
"YPL253C","CDH",0.0995806371665826,"amp"
"YPL253C","CDL",0.0893364716840648,"amp"
"YPL253C","CDT",0.216314204295295,"amp"
"YPL253C","CEG",0.129448252513341,"amp"
"YPL253C","CFF",0.162463597584922,"amp"
"YPL253C","CGL",0.124049690200061,"amp"
"YPL253C","CGN",0.140845987830374,"amp"
"YPL253C","CGS",0.134428698931826,"amp"
"YPL253C","CLB",0.102926649870286,"amp"
"YPL253C","CLI",0.108640718080376,"amp"
"YPL253C","CLN",0.161298273045174,"amp"
"YPL253C","CLP",0.0928058138272456,"amp"
"YPL253C","CMI",0.0543020337153656,"amp"
"YPL253C","CNH",0.131842967407656,"amp"
"YPL253C","CPI",0.163337715131182,"amp"
"YPL253C","CPK",0.169120230629979,"amp"
"YPL253C","CPN",0.0611273299435864,"amp"
"YPL253C","CQD",0.116217662501432,"amp"
"YPL253C","CQF",0.104581174424211,"amp"
"YPL253C","SACE_YCE",0.144615305417549,"amp"
"YPL253C","SACE_YCK",0.209643623467744,"amp"
"YPL253C","SACE_YCM",0.306506572606413,"amp"
"YPL253C","SACE_YCR",0.132453556741617,"amp"
"YPL253C","SACE_YCU",0.175171005691335,"amp"
"YJL118W","AAP",0.475190353986764,"amp"
"YJL118W","AFE",0.274545890572998,"amp"
"YJL118W","AKH",0.361582025956023,"amp"
"YJL118W","AKI",0.30016271411209,"amp"
"YJL118W","AKM",0.204440781886898,"amp"
"YJL118W","AMP",0.348239725374864,"amp"
"YJL118W","ANG",0.308639677788422,"amp"
"YJL118W","ANN",0.356423119890288,"amp"
"YJL118W","APQ",0.896992149894067,"amp"
"YJL118W","ATS",0.239641411184924,"amp"
"YJL118W","BAF",0.536837323327984,"amp"
"YJL118W","BAG",0.651176504935665,"amp"
"YJL118W","BAI",0.39946415984986,"amp"
"YJL118W","BAK",0.31067982531313,"amp"
"YJL118W","BAL",0.295871869560371,"amp"
"YJL118W","BAM",0.31510174958041,"amp"
"YJL118W","BAN",0.393391211652994,"amp"
"YJL118W","BAP",0.552201982197049,"amp"
"YJL118W","BBQ",0.32722771034998,"amp"
"YJL118W","BCK",0.423844942882513,"amp"
"YJL118W","BDB",0.163373691393981,"amp"
"YJL118W","BDL",0.812032233126319,"amp"
"YJL118W","BDP",0.309830292883084,"amp"
"YJL118W","BEF",0.260117756220315,"amp"
"YJL118W","BFH",0.184329381383754,"amp"
"YJL118W","BFP",0.346048570976511,"amp"
"YJL118W","BGD",0.439983426130756,"amp"
"YJL118W","BGF",0.212718483814976,"amp"
"YJL118W","BHG",0.299053761809701,"amp"
"YJL118W","BHK",0.378267614898136,"amp"
"YJL118W","BHM",0.222085564967765,"amp"
"YJL118W","BHQ",0.315082274668395,"amp"
"YJL118W","BMA",0.280538954246238,"amp"
"YJL118W","BMB",0.351002801192729,"amp"
"YJL118W","BMC",0.265922771645748,"amp"
"YJL118W","BNC",0.359501237523218,"amp"
"YJL118W","BNV",0.32914335620401,"amp"
"YJL118W","BQM",0.306208593620656,"amp"
"YJL118W","BRK",0.162302727398743,"amp"
"YJL118W","BVG",0.278742066046769,"amp"
"YJL118W","CAE",0.3441040822649,"amp"
"YJL118W","CBN",0.382400589454346,"amp"
"YJL118W","CCD",0.32243430597181,"amp"
"YJL118W","CCG",0.281899423964499,"amp"
"YJL118W","CCN",0.467760970273997,"amp"
"YJL118W","CCQ",0.407084745237697,"amp"
"YJL118W","CCR",0.350160494514243,"amp"
"YJL118W","CCS",0.309275735976622,"amp"
"YJL118W","CCV",0.311813188992619,"amp"
"YJL118W","CDE",0.289660641932264,"amp"
"YJL118W","CDH",0.445077277885936,"amp"
"YJL118W","CDL",0.389264331516538,"amp"
"YJL118W","CDT",0.508598251079657,"amp"
"YJL118W","CEG",0.257262083573141,"amp"
"YJL118W","CFF",0.597122601049895,"amp"
"YJL118W","CGL",0.402131711305322,"amp"
"YJL118W","CGN",0.318127056398086,"amp"
"YJL118W","CGS",0.289951510787241,"amp"
"YJL118W","CLB",0.31608267484186,"amp"
"YJL118W","CLI",0.228632848126301,"amp"
"YJL118W","CLN",0.283518162522145,"amp"
"YJL118W","CLP",0.252418132683121,"amp"
"YJL118W","CMI",0.303909195624025,"amp"
"YJL118W","CNH",0.533930690119177,"amp"
"YJL118W","CPI",0.239875207495451,"amp"
"YJL118W","CPK",0.427361724858156,"amp"
"YJL118W","CPN",0.296927283821109,"amp"
"YJL118W","CQD",0.376288944095389,"amp"
"YJL118W","CQF",0.330774603489931,"amp"
"YJL118W","SACE_YCE",0.361436405051113,"amp"
"YJL118W","SACE_YCK",0.246500993932266,"amp"
"YJL118W","SACE_YCM",0.437536828171163,"amp"
"YJL118W","SACE_YCR",0.446455281321846,"amp"
"YJL118W","SACE_YCU",0.361287194704877,"amp"
"YBR008C","AAP",0.101773528573797,"amp"
"YBR008C","AFE",0.12729277946472,"amp"
"YBR008C","AKH",0.100898298000526,"amp"
"YBR008C","AKI",0.092118691160172,"amp"
"YBR008C","AKM",0.131895229323602,"amp"
"YBR008C","AMP",0.248953326711797,"amp"
"YBR008C","ANG",0.117985251932645,"amp"
"YBR008C","ANN",0.104214183615538,"amp"
"YBR008C","APQ",0.586936032668425,"amp"
"YBR008C","ATS",0.139253541102979,"amp"
"YBR008C","BAF",0.112057550423033,"amp"
"YBR008C","BAG",0.0641578721309399,"amp"
"YBR008C","BAI",0.109872711705036,"amp"
"YBR008C","BAK",0.0982402366064048,"amp"
"YBR008C","BAL",0.119135283951889,"amp"
"YBR008C","BAM",0.0876080787373473,"amp"
"YBR008C","BAN",0.112816331419972,"amp"
"YBR008C","BAP",0.0947844685988447,"amp"
"YBR008C","BBQ",0.0511111868793422,"amp"
"YBR008C","BCK",0.10624655381081,"amp"
"YBR008C","BDB",0.141369823585286,"amp"
"YBR008C","BDL",0.283784815823667,"amp"
"YBR008C","BDP",0.162756447852821,"amp"
"YBR008C","BEF",0.0453831648770909,"amp"
"YBR008C","BFH",0.204983189500409,"amp"
"YBR008C","BFP",0.109754125739467,"amp"
"YBR008C","BGD",0.161981447185499,"amp"
"YBR008C","BGF",0.237737892893341,"amp"
"YBR008C","BHG",0.106272476814008,"amp"
"YBR008C","BHK",0.204089720209488,"amp"
"YBR008C","BHM",0.243195281326001,"amp"
"YBR008C","BHQ",0.100599918858595,"amp"
"YBR008C","BMA",0.0879997087752112,"amp"
"YBR008C","BMB",0.141060809171896,"amp"
"YBR008C","BMC",0.116934458128027,"amp"
"YBR008C","BNC",0.0993790161643512,"amp"
"YBR008C","BNV",0.166104148159537,"amp"
"YBR008C","BQM",0.185076903697455,"amp"
"YBR008C","BRK",0.310005032360724,"amp"
"YBR008C","BVG",0.0950803333910803,"amp"
"YBR008C","CAE",0.17909260516022,"amp"
"YBR008C","CBN",0.177954033012657,"amp"
"YBR008C","CCD",0.133948011108449,"amp"
"YBR008C","CCG",0.222238699156539,"amp"
"YBR008C","CCN",0.156418371929704,"amp"
"YBR008C","CCQ",0.137262218162078,"amp"
"YBR008C","CCR",0.0625756133928287,"amp"
"YBR008C","CCS",0.0237123650626645,"amp"
"YBR008C","CCV",0.0805600278567192,"amp"
"YBR008C","CDE",0.0959572822007453,"amp"
"YBR008C","CDH",0.151324222977372,"amp"
"YBR008C","CDL",0.0604155153016906,"amp"
"YBR008C","CDT",0.131994255370726,"amp"
"YBR008C","CEG",0.106248128459208,"amp"
"YBR008C","CFF",0.216345388775609,"amp"
"YBR008C","CGL",0.189607492727317,"amp"
"YBR008C","CGN",0.111671851535755,"amp"
"YBR008C","CGS",0.230655695928545,"amp"
"YBR008C","CLB",0.106495014087535,"amp"
"YBR008C","CLI",0.0343099230347753,"amp"
"YBR008C","CLN",0.138254032933144,"amp"
"YBR008C","CLP",0.0452096012194838,"amp"
"YBR008C","CMI",0.0262187384906702,"amp"
"YBR008C","CNH",0.192495762486033,"amp"
"YBR008C","CPI",0.193524451488468,"amp"
"YBR008C","CPK",0.291100089952373,"amp"
"YBR008C","CPN",0.216888305074319,"amp"
"YBR008C","CQD",0.107646706486353,"amp"
"YBR008C","CQF",0.136763871515016,"amp"
"YBR008C","SACE_YCE",0.421552889821066,"amp"
"YBR008C","SACE_YCK",NA,"amp"
"YBR008C","SACE_YCM",0.137251365149306,"amp"
"YBR008C","SACE_YCR",0.0411035039610552,"amp"
"YBR008C","SACE_YCU",0.136106128230405,"amp"
"YNR009W","AAP",0.362107162046758,"amp"
"YNR009W","AFE",0.489773483952668,"amp"
"YNR009W","AKH",0.585426652341469,"amp"
"YNR009W","AKI",0.599661150758342,"amp"
"YNR009W","AKM",0.463807957959795,"amp"
"YNR009W","AMP",0.487222017602214,"amp"
"YNR009W","ANG",0.722103076714732,"amp"
"YNR009W","ANN",0.531548786558011,"amp"
"YNR009W","APQ",1.15727329075279,"amp"
"YNR009W","ATS",0.561519062506382,"amp"
"YNR009W","BAF",0.684261790901297,"amp"
"YNR009W","BAG",0.54169937317151,"amp"
"YNR009W","BAI",0.715518724373187,"amp"
"YNR009W","BAK",0.650049604697712,"amp"
"YNR009W","BAL",0.478184518923332,"amp"
"YNR009W","BAM",0.637045963906026,"amp"
"YNR009W","BAN",0.607365983879772,"amp"
"YNR009W","BAP",0.633242311169857,"amp"
"YNR009W","BBQ",0.639483729205596,"amp"
"YNR009W","BCK",0.490285019295345,"amp"
"YNR009W","BDB",0.500554351380781,"amp"
"YNR009W","BDL",0.340753629413264,"amp"
"YNR009W","BDP",0.432816387324539,"amp"
"YNR009W","BEF",0.473373787939257,"amp"
"YNR009W","BFH",0.425371246776049,"amp"
"YNR009W","BFP",0.463585914187051,"amp"
"YNR009W","BGD",0.307990770847249,"amp"
"YNR009W","BGF",0.533191892403071,"amp"
"YNR009W","BHG",0.581134263077163,"amp"
"YNR009W","BHK",0.58397779724211,"amp"
"YNR009W","BHM",0.598489853085326,"amp"
"YNR009W","BHQ",0.423000005499702,"amp"
"YNR009W","BMA",0.446808533422205,"amp"
"YNR009W","BMB",0.424171671330978,"amp"
"YNR009W","BMC",0.512276793215098,"amp"
"YNR009W","BNC",0.458111028062932,"amp"
"YNR009W","BNV",0.58971690598884,"amp"
"YNR009W","BQM",0.720403585945856,"amp"
"YNR009W","BRK",0.452726719541269,"amp"
"YNR009W","BVG",0.428184430518312,"amp"
"YNR009W","CAE",0.384630234850091,"amp"
"YNR009W","CBN",0.526401349922519,"amp"
"YNR009W","CCD",0.601584184457031,"amp"
"YNR009W","CCG",0.526808507310047,"amp"
"YNR009W","CCN",0.622016817091186,"amp"
"YNR009W","CCQ",0.508303737049703,"amp"
"YNR009W","CCR",0.64444956794688,"amp"
"YNR009W","CCS",0.499712843655893,"amp"
"YNR009W","CCV",0.531306516493028,"amp"
"YNR009W","CDE",0.50135253963634,"amp"
"YNR009W","CDH",1.05893719396777,"amp"
"YNR009W","CDL",0.674291307018991,"amp"
"YNR009W","CDT",0.691771174560387,"amp"
"YNR009W","CEG",0.395771504007409,"amp"
"YNR009W","CFF",0.64335340320232,"amp"
"YNR009W","CGL",0.609113721048033,"amp"
"YNR009W","CGN",0.558201111105523,"amp"
"YNR009W","CGS",0.417444993593534,"amp"
"YNR009W","CLB",0.644622211643591,"amp"
"YNR009W","CLI",0.583777293723827,"amp"
"YNR009W","CLN",0.777817870215802,"amp"
"YNR009W","CLP",0.602339854506629,"amp"
"YNR009W","CMI",0.651813489617109,"amp"
"YNR009W","CNH",0.620585243635554,"amp"
"YNR009W","CPI",0.532253415734895,"amp"
"YNR009W","CPK",0.547361698180424,"amp"
"YNR009W","CPN",0.563252433103823,"amp"
"YNR009W","CQD",0.673123866637781,"amp"
"YNR009W","CQF",0.633887711116107,"amp"
"YNR009W","SACE_YCE",0.592931575200279,"amp"
"YNR009W","SACE_YCK",0.644585457216481,"amp"
"YNR009W","SACE_YCM",0.761247014050793,"amp"
"YNR009W","SACE_YCR",0.849824147581608,"amp"
"YNR009W","SACE_YCU",0.769594719260986,"amp"
"YLR455W","AAP",0.604816057684562,"amp"
"YLR455W","AFE",0.418808309257451,"amp"
"YLR455W","AKH",0.605379856473673,"amp"
"YLR455W","AKI",0.587125268411431,"amp"
"YLR455W","AKM",0.392257284199058,"amp"
"YLR455W","AMP",0.599760975807538,"amp"
"YLR455W","ANG",0.561509207380431,"amp"
"YLR455W","ANN",0.320212605931167,"amp"
"YLR455W","APQ",0.545468274086606,"amp"
"YLR455W","ATS",0.413158876346578,"amp"
"YLR455W","BAF",0.355643177976476,"amp"
"YLR455W","BAG",0.17682859543021,"amp"
"YLR455W","BAI",0.402077329723377,"amp"
"YLR455W","BAK",0.459827242641798,"amp"
"YLR455W","BAL",0.428830678550376,"amp"
"YLR455W","BAM",0.472221696647063,"amp"
"YLR455W","BAN",0.306613940717138,"amp"
"YLR455W","BAP",0.373108607733302,"amp"
"YLR455W","BBQ",0.460797236731228,"amp"
"YLR455W","BCK",0.457849314034467,"amp"
"YLR455W","BDB",0.288556976076134,"amp"
"YLR455W","BDL",0.500819393552774,"amp"
"YLR455W","BDP",0.35488961133422,"amp"
"YLR455W","BEF",0.388387800464911,"amp"
"YLR455W","BFH",0.457661634083478,"amp"
"YLR455W","BFP",0.281951179615622,"amp"
"YLR455W","BGD",0.52846147060166,"amp"
"YLR455W","BGF",0.321839318974121,"amp"
"YLR455W","BHG",0.280253341456327,"amp"
"YLR455W","BHK",0.185912606217949,"amp"
"YLR455W","BHM",0.361654108276024,"amp"
"YLR455W","BHQ",0.260642684177826,"amp"
"YLR455W","BMA",0.293234912999502,"amp"
"YLR455W","BMB",0.321165769774891,"amp"
"YLR455W","BMC",0.376483417147948,"amp"
"YLR455W","BNC",0.378919053336936,"amp"
"YLR455W","BNV",0.292441289501572,"amp"
"YLR455W","BQM",0.249702973237747,"amp"
"YLR455W","BRK",0.111727480801686,"amp"
"YLR455W","BVG",0.47652602527389,"amp"
"YLR455W","CAE",0.206059292141931,"amp"
"YLR455W","CBN",0.474873215044914,"amp"
"YLR455W","CCD",0.405297269650962,"amp"
"YLR455W","CCG",0.219218644908075,"amp"
"YLR455W","CCN",0.763009834815839,"amp"
"YLR455W","CCQ",0.447442148954543,"amp"
"YLR455W","CCR",0.470633225353534,"amp"
"YLR455W","CCS",0.320322111192344,"amp"
"YLR455W","CCV",0.368752790710778,"amp"
"YLR455W","CDE",0.55069187909973,"amp"
"YLR455W","CDH",0.59060068256096,"amp"
"YLR455W","CDL",0.43489411772044,"amp"
"YLR455W","CDT",0.111152493931894,"amp"
"YLR455W","CEG",0.199588881151351,"amp"
"YLR455W","CFF",0.448989904095419,"amp"
"YLR455W","CGL",0.547697274078178,"amp"
"YLR455W","CGN",0.357011167999719,"amp"
"YLR455W","CGS",0.167959363888337,"amp"
"YLR455W","CLB",0.351851351428829,"amp"
"YLR455W","CLI",0.270987221054407,"amp"
"YLR455W","CLN",0.433195363270728,"amp"
"YLR455W","CLP",0.471591051685536,"amp"
"YLR455W","CMI",0.283518563626196,"amp"
"YLR455W","CNH",0.405890207944449,"amp"
"YLR455W","CPI",0.314235075901643,"amp"
"YLR455W","CPK",0.261764994532956,"amp"
"YLR455W","CPN",0.373830319844323,"amp"
"YLR455W","CQD",0.313843729453654,"amp"
"YLR455W","CQF",0.375344871911842,"amp"
"YLR455W","SACE_YCE",0.336794812192536,"amp"
"YLR455W","SACE_YCK",0.433090879100502,"amp"
"YLR455W","SACE_YCM",0.731195409026977,"amp"
"YLR455W","SACE_YCR",0.37573675834987,"amp"
"YLR455W","SACE_YCU",0.332712116471848,"amp"
"YFR030W","AAP",0.488226270952653,"amp"
"YFR030W","AFE",0.134784126882052,"amp"
"YFR030W","AKH",0.0629857293622759,"amp"
"YFR030W","AKI",0.129215626263967,"amp"
"YFR030W","AKM",0.1306749294551,"amp"
"YFR030W","AMP",0.339854639670831,"amp"
"YFR030W","ANG",0.0280071577531102,"amp"
"YFR030W","ANN",0.0487705829747081,"amp"
"YFR030W","APQ",0.789046283123624,"amp"
"YFR030W","ATS",0.263814019495583,"amp"
